"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"AI-Enabled IoT Framework for Sustainable and Autonomous Irrigation","M. Haroon; J. Nayak","Electrical and Electronics Engineering, BITS Pilani Dubai Campus, Dubai, United Arab Emirates; Electrical and Electronics Engineering, BITS Pilani Dubai Campus, Dubai, United Arab Emirates","2024 International Conference on Modeling, Simulation & Intelligent Computing (MoSICom)","18 Feb 2025","2024","","","610","614","Traditional farming methods are hindered by inefficient resource usage and inadequate crop management due to limited access to real-time data on soil conditions and environmental factors. The integration of Artificial Intelligence (AI) and Internet of Things (IoT) in Smart Agriculture is transforming conventional farming methods. This research introduces an Optimized Agriculture System leveraging Artificial Intelligence of Things (AIoT) technologies. The system collects real-time data from agricultural areas by integrating sensors with NodeMCU microcontrollers implemented as part of a Wireless Sensor Network (WSN). A Smart Irrigation machine learning (ML) model deployed on the edge determines an optimal irrigation schedule based on sensor data, ensuring crop health and efficient water utilization. The proposed Smart Agriculture System optimizes agricultural practices through AI and IoT integration, aiming to enhance crop yield, resource efficiency, and overall farm productivity.","","979-8-3315-3331-1","10.1109/MoSICom63082.2024.10882030","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10882030","Machine Learning;Internet of Things;Artificial Intelligence;Edge Computing","Smart agriculture;Wireless sensor networks;Irrigation;Transmitters;Scalability;Soil;Real-time systems;Internet of Things;Artificial intelligence;Water resources","","","","11","IEEE","18 Feb 2025","","","IEEE","IEEE Conferences"
"IoT Integration in Agriculture: Advantages, Challenges, and Future Perspectives: Short survey","A. Aborujilah; A. Alashbi; I. Shayea; A. H. Mohamed; A. Alhammadi; A. A. El-Saleh; A. Ahad","Department of Management Information System, College of Commerce & Business Administration, Dhofar University, Salalah, Sultanate of Oman; Department of Information Systems, A’Sharqiyah University, (ASU), Sultanate of Oman; Electronics and Communication Engineering Department, Faculty of Electrical and Electronics Engineering, Technical University (ITU), Istanbul, Turkey; Department of Information Systems, A’Sharqiyah University, (ASU), Sultanate of Oman; Communication Systems and Networks Research Lab, Malaysia-Japan International Institute of Technology, Universiti Teknologi Malaysia (UTM), Kuala Lumpur, Malaysia; Department of Information Systems, A’Sharqiyah University, (ASU), Sultanate of Oman; Electronics and Communication Engineering Department, Faculty of Electrical and Electronics Engineering, Technical University (ITU), Istanbul, Turkey",2023 10th International Conference on Wireless Networks and Mobile Communications (WINCOM),"22 Nov 2023","2023","","","1","7","The era of the Internet of Things (IoT) has commenced, captivating us with the extensive application of futuristic technologies in the realm of smart farming. Various methods for enhancing agricultural tasks are actively under development to meet the burgeoning demand for food production. The maintenance and monitoring of farms have advanced significantly, the adoption of IoT-based alternatives to traditional human-driven tasks is rapidly getting more importance. Io T integrates a diverse range of technologies to elevate production and management within the agricultural sector. This survey delves into numerous advantages and challenges associated to integrating IoT technology in agricultural process. We present a collection of applications, an IoT architecture elucidating all its components, and a roster of protocols that enhance network performance. Furthermore, we discuss future prospective directions, placing emphasis on 5G, robotics, UAVs, and Big Data.","2769-9994","979-8-3503-2967-4","10.1109/WINCOM59760.2023.10322958","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10322958","Agriculture;Internet of Things (IoT);IoT in smart farms;IoT sensors;smart farming","Surveys;Smart agriculture;Wireless sensor networks;Green products;Production;Computer architecture;Internet of Things","","4","","42","IEEE","22 Nov 2023","","","IEEE","IEEE Conferences"
"Precision Agriculture Monitoring System Using Green Internet of Things (G-IoT)","T. A. A. Ali; V. Choksi; M. B. Potdar","GTU PG School, Gandhinagar, India; BISAG, Gandhinagar, India; BISAG, Gandhinagar, India",2018 2nd International Conference on Trends in Electronics and Informatics (ICOEI),"2 Dec 2018","2018","","","481","487","The existing agriculture applications incorporating IoT are helping to increase the productivity of the crops; however, these applications are also introduced some disadvantages, therefore the current researchers are working to defeat these challenges in the futuristic applications by deploying new technologies with no or minimum negative impact on the environment and human health; Green IoT (G-IoT) and green nanotechnology are appear. These technologies are not easy to be used by farmers. So, this research work aims to build a realtime, cost-effective Precision Agriculture Monitoring System with less power consumption, less Green House Gas (GHG) emissions, and a user-friendly interface to help the farmers monitor the parameter variations of their farm (weather, water, soil, pest detection, intrusion detection, fire detection) periodically from anywhere and at any time using their smart-phones. The proposed system will act as a decision support system helps farmers to take the appropriate actions based on the farm parameter's variation; by sending an alert email to the farmer when it is required.","","978-1-5386-3570-4","10.1109/ICOEI.2018.8553866","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8553866","BeagleBone Black Rev C;Sensors;Ethernet;LoRa SX1276 transceiver module;Web Application;smart-phone","Agriculture;Monitoring;Sensors;Conferences;Fires;Green products;Meteorology","","34","","15","IEEE","2 Dec 2018","","","IEEE","IEEE Conferences"
"Crop Selection and IoT Based Monitoring System for Precision Agriculture","Y. Bhojwani; R. Singh; R. Reddy; B. Perumal","SCOPE, VIT, Vellore, India; SCOPE, VIT, Vellore, India; SCOPE, VIT, Vellore, India; SCOPE, VIT, Vellore, India",2020 International Conference on Emerging Trends in Information Technology and Engineering (ic-ETITE),"27 Apr 2020","2020","","","1","11","Internet of Things (IoT) is the future. IoT is the change that is required in every field. Being able to monitor and control things from a distance makes any task effortless. Agriculture is a very important field and hence every possible technological advancement should be made in this field. With the rise in population worldwide, the demand for agriculture has increased drastically and unfortunately, farmers are failing to fulfill the never-ending demand. Instead of increasing the scale of agriculture, a better way will be implementing smart or precision agriculture techniques using IoT. The yield of any crop can be maximized with the help of precision agriculture by reducing the wastage. The proposed work does so by monitoring the environmental factors like temperature, humidity, soil moisture, etc. that affect the growth of the crop as well as helps the farmers to decide the idle crop that will be suitable for them according to the data collected and environmental conditions. This model can be very effective than the traditional methods as the risk of crop failure, less yield, excessive water supply or excessive use of fertilizers and pesticides, etc. can be reduced to a great extent. The data collected by the sensor nodes deployed all over the field in sent to the cloud and there the data is analyzed and visualized for the ease of farmers. With the help of visualized data farmers can take precise and effective decisions affecting their crops.","","978-1-7281-4142-8","10.1109/ic-ETITE47903.2020.123","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9077713","Precision agriculture;Weather monitoring;Smart agriculture;IoT;Thingspeak;KNN algorithm","Temperature sensors;Temperature measurement;Temperature distribution;Crops;Data visualization;Agriculture;Internet of Things","","22","","23","IEEE","27 Apr 2020","","","IEEE","IEEE Conferences"
"Development of an IoT-Enabled Real-Time Monitoring and Alert System Model for Hydroponic Farming","P. Gourshettiwar; K. Reddy","Department of Computer Science and Engineering, Faculty of Engineering and Technology, Datta Meghe Institute of Higher Education & Research (DU), Sawangi, Wardha, Maharashtra, India; Faculty of Engineering and Technology, Datta Meghe Institute of Higher Education & Research (DU), Sawangi, Wardha, Maharashtra, India",2025 5th International Conference on Trends in Material Science and Inventive Materials (ICTMIM),"12 May 2025","2025","","","1161","1167","India is one of the leading countries in the agriculture sector. Traditional farming is not fulfilling the current population's needs, and soil salinity is increasing daily due to using fertilizers and pesticides. An alternative to that can be smart farming. New farming techniques like vertical farming technology like hydroponics can overcome these challenges. Hydroponics is an effective technique that can enlarge plants without soil. The proposed integrated system manages and monitors hydroponics using Internet of Things (IoT). The challenges of managing the resources will be handled by the growing IoT trend. The current system constantly monitors and measures PH, temperature, relative humidity, light intensity, water level and TDS, striving to create the ideal circumstances for plants to flourish. Information from the sensors is saved, managed, applied, and shared through the Internet service provider (ISP) and Application Programming Interface (API) to the cloud for real-time monitoring and alert handling in hydroponics according to sensor data. The IoT technology allows the device to deliver controlled water TDS, PH, temperature, nutritional solution intake, humidity, water level and light intensity. The effective sensory communication model reduces lots of human efforts by automating the system.","","979-8-3315-0148-8","10.1109/ICTMIM65579.2025.10988398","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10988398","Hydroponics;IoT;Precision Agriculture;Smart Agriculture;Cloud","Temperature sensors;Temperature measurement;Smart agriculture;Hydroponics;Real-time systems;Sensors;Internet of Things;Monitoring;Optimization;Farming","","","","12","IEEE","12 May 2025","","","IEEE","IEEE Conferences"
"Sustainable Agriculture Using Machine Learning and IoT","V. Badgujar; A. Panse; M. Mohite; S. Bedse; P. Lanjulkar; V. Kumbhar; A. Tekade; M. Andhare","Department of ENTC, PCCOER, Pune, India; Department of ENTC, PCCOER, Pune, India; Department of ENTC, PCCOER, Pune, India; Department of ENTC, PCCOER, Pune, India; Department of ENTC, PCCOER, Pune, India; Department of ENTC, PCCOER, Pune, India; Department of ENTC, PCCOER, Pune, India; Department of ENTC, PCCOER, Pune, India",2024 15th International Conference on Computing Communication and Networking Technologies (ICCCNT),"4 Nov 2024","2024","","","1","8","This paper presents a novel approach to sustainable agriculture, integrating Machine Learning (ML), Deep Learning (DL), and the Internet of Things (IoT). It employs IoT devices with cameras for real-time monitoring of plant health, enabling early detection of diseases and pests. Through disease and pest detection machine learning models, the system provides farmers with timely alerts and tailored solutions via a user-friendly web application. Additionally, an IoT-based spraying mechanism delivers targeted treatments, reducing the overuse of pesticides and promoting sustainability. It provides precision agriculture, offering an efficient solution to enhance crop management and productivity while minimizing environmental impact.","2473-7674","979-8-3503-7024-9","10.1109/ICCCNT61001.2024.10725625","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10725625","Machine Learning;Deep Learning;Internet of Things","Productivity;Precision agriculture;Deep learning;Spraying;Crops;Pesticides;Real-time systems;Internet of Things;Sustainable development;Diseases","","","","12","IEEE","4 Nov 2024","","","IEEE","IEEE Conferences"
"IoT Based Power Efficient Agro Field Monitoring and Irrigation Control System : An Empirical Implementation in Precision Agriculture","A. Islam; K. Akter; N. J. Nipu; A. Das; M. Mahbubur Rahman; M. Rahman","Department of Electrical and Electronic Engineering, University of Chittagong, Chittagong, Bangladesh; Department of Electrical and Electronic Engineering, University of Chittagong, Chittagong, Bangladesh; Department of Electrical and Electronic Engineering, University of Chittagong, Chittagong, Bangladesh; Department of Electrical and Electronic Engineering, University of Chittagong, Chittagong, Bangladesh; Department of Electrical and Electronic Engineering, University of Chittagong, Chittagong, Bangladesh; Department of Electrical and Electronic Engineering, University of Chittagong, Chittagong, Bangladesh","2018 International Conference on Innovations in Science, Engineering and Technology (ICISET)","27 Jun 2019","2018","","","372","377","Internet of Things (IoT) has been flourishing the communication and networking system in recent years, while experiencing a growing phase in agricultural field. Precision agriculture requires sensor integration, automatic control, and networking and data processing capabilities. With the implementation of rapidly growing IoT, challenges of scalability and data management can be overcome. In this research, we have developed an IoT based smart monitoring system for agricultural practice including client application- web application and android application; and designed a controlling system for power efficient irrigation. We have used LoRa, wireless RF transceiver to overcome the limitations of area coverage and have enabled to established real time data communication. While our android application makes this system feasible for users. Real time data were collected deploying the system and empirical data has been included in the result section.","","978-1-5386-8524-2","10.1109/ICISET.2018.8745605","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8745605","WSN;precision agriculture;smart agriculture;IoT;LoRa","Precision agriculture;Wireless communication;Wireless sensor networks;Irrigation;LoRa;Control systems;Real-time systems;Transceivers;Internet of Things;Monitoring","","16","","16","IEEE","27 Jun 2019","","","IEEE","IEEE Conferences"
"Effect of Mobility on the Performance of IoT Networks","S. Sari; M. E. Cakir; S. Baydere","Department of Computer Engineering, Yeditepe University, Istanbul, Turkey; Department of Computer Engineering, Yeditepe University, Istanbul, Turkey; Department of Computer Engineering, Yeditepe University, Istanbul, Turkey",2021 6th International Conference on Computer Science and Engineering (UBMK),"13 Oct 2021","2021","","","239","243","The main goal of the Internet of Things (IoT) platforms is to create different kinds of smart cloud data services that can respond in real-time to large amounts of sensor data received across these links. Although it has been more than twenty years since the first IoT networks were used, there are still several performance issues that need to be mitigated. This is a challenging issue since IoT scenarios have a wide range of requirements from the network. This led researchers to design different application layer messaging protocols to satisfy these requirements. While several studies investigate the messaging protocols in terms of performance, reliability, security, and energy consumption, almost none of them consider mobility in their comparisons. In this study, we analyze the effect of mobility on the performance of IoT networks. We established a simulation testbed using Netsim Simulator and conducted a set of experiments to observe the effect of mobility on the application layer protocols; HTTP and CoAP. Our results show that mobility can have a significant effect on the throughput, delay and battery consumption of the messaging protocols under consideration.","2521-1641","978-1-6654-2908-5","10.1109/UBMK52708.2021.9558879","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9558879","IoT;mobility;performance;messaging protocols;HTTP;CoAP","Energy consumption;Protocols;Media;Throughput;Real-time systems;Delays;Batteries","","1","","34","IEEE","13 Oct 2021","","","IEEE","IEEE Conferences"
"AI and IoT-Driven Crop Management System for Precision Agriculture and Optimized Resource Utilization","S. R. Rajappa; R. P. Lakshmi; S. Pavithra","Department of Computer Science and Engineering, Chennai Institute of Technology, Chennai, India; Department of Computer Science and Engineering, Chennai Institute of Technology, Chennai, India; Department of Computer Science and Engineering, Chennai Institute of Technology, Chennai, India","2025 International Conference on Data Science, Agents & Artificial Intelligence (ICDSAAI)","29 May 2025","2025","","","1","6","The integration of Artificial intelligence (AI) and Internet of Things (IoT) for precision agriculture is considered to be a greatest milestone. Traditional agriculture involves manual observation and real-time decision for the management of crops and resources. Precision agriculture integrates technologies to automate these processes and improve efficiency. IoT is used to collect the real-time data. AI is used in the interpretation of the data from IoT and making decisions based on certain conditions and gives actionable insights. Optimization of resources is one other crucial task that needs to be automated to compete with rising global challenges like population growth, global warming etc. The Novelty of this research lies in the integration of AI and IoT to collect real-time data and analyse it to take necessary actions towards crops and resources. The system would be able to adapt dynamically to counter the changes in environment, weather patterns and health of the crop. The Machine Learning models helps to make accurate decisions based on the parameters. The high cost and maintenance of the IoT devices AI would be a huge challenge for wide spread adoption by farmers who are practicing agriculture at a small scale. To power these devices, constant electricity and high speed internet is required which is a challenge in remote areas. Farmers should be taught these new technologies so that they can use it more efficiently. Thus training the farmers and making them gain the necessary skills is another challenge. The objective of this research is to develop an AI – IoT – driven system that effectively monitors the crops in real time and helps in the optimization of resources leading to high yield and quality of the crops. The system automates the process of decision making and provide actionable insights based on real-time data. All the data and alerts are provided to the framer through a mobile application or a web application with alerts and recommendations.","","979-8-3315-3755-5","10.1109/ICDSAAI65575.2025.11011584","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11011584","Precision Agriculture;Internet of Things;Artificial Intelligence;Machine Learning;Crop Monitoring;Resource Management","Precision agriculture;Crops;Real-time systems;Internet of Things;Resource management;Artificial intelligence;Sustainable development;Optimization;Monitoring;Farming;Climate change","","","","15","IEEE","29 May 2025","","","IEEE","IEEE Conferences"
"Review of IoT Technologies used in Agriculture","H. Kaur; A. K. Shukla; H. Singh","University Institute of Computing, Chandigarh University, Gharuan, Mohali, Punjab, India; University Institute of Computing, Chandigarh University, Gharuan, Mohali, Punjab, India; University Institute of Computing, Chandigarh University, Gharuan, Mohali, Punjab, India",2022 2nd International Conference on Advance Computing and Innovative Technologies in Engineering (ICACITE),"18 Jul 2022","2022","","","1007","1011","Now a days Indian agriculture is declining it disturbs the production. It is essential to solve this problem in agriculture field to improve the growth of the crops. The solution for this low growth of crops is the use of modernize the way of monitoring the agricultural fields. The use of internet of things in the agriculture improves the smart agriculture. The different applications of IoT are enhance the way of agriculture. Internet of Things information technologies and techniques provide different applications of agriculture such as irrigation, water monitoring, soil monitoring, pesticides control techniques. Different remote systems and wireless communication techniques are used in agriculture. Various sensors and models for monitoring are introduced using IoT technologies. Experiments are performed on the different IoT sensors and IoT systems which provide knowledge and smart results for smart agriculture. The combination of sensors and agriculture can enhance the development of techniques of smart agriculture, effective solutions to the issues of agriculture and improve the growth.","","978-1-6654-3789-9","10.1109/ICACITE53722.2022.9823520","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9823520","e-agriculture;smart agriculture;IoT;data collection;precision agriculture","Smart agriculture;Wireless communication;Irrigation;Cloud computing;Wireless sensor networks;Crops;Water quality","","5","","14","IEEE","18 Jul 2022","","","IEEE","IEEE Conferences"
"Development of an IoT Based Data Acquisition and Automatic Irrigation System for Precision Agriculture","E. Adetiba; A. H. Ifijeh; V. Oguntosin; T. Odunuga; D. Iweala; A. Akindele; A. Abayomi; O. Obiyemi; S. Thakur","Dept. of Electrical & Information Engineering, Covenant University Canaan Land, Ota, Nigeria; Dept. of Electrical & Information Engineering, Covenant University Canaan Land, Ota, Nigeria; Dept. of Electrical & Information Engineering, Covenant University Canaan Land, Ota, Nigeria; Deptment of Electrical & Information Engineering, Covenant University Canaan Land, Ota, Nigeria; Deptment of Electrical & Information Engineering, Covenant University Canaan Land, Ota, Nigeria; Covenant Applied Informatic and Communication Africa Centre of Execlence (CApIC-ACE) Canaan Land, Ota, Nigeria; Deptment of Electrical & Information Engineering, Covenant University Canaan Land, Ota, Nigeria; Deptment of Electrical & Information Engineering, Covenant University Canaan Land, Ota, Nigeria; Dept. of Electrical & Information Engineering, Covenant University Canaan Land, Ota, Nigeria",2022 IEEE Nigeria 4th International Conference on Disruptive Technologies for Sustainable Development (NIGERCON),"27 Jun 2022","2022","","","1","5","Agriculture has benefited greatly from improvements in Internet of Things based technology. Farm data can be sent to farmers in real-time through the advent of Internet of Things based technology which integrates data collection, transmission, storage and other essential components that provide for great user experience. This work involves the development of a system that enable the transmission of sensor field data to the Internet, via a microcontroller, a transceiver and a Wi-Fi module. In this work, an Internet of Things based data acquisition and automatic irrigation system for precision agriculture was designed and implemented using Arduino Uno, Soil Moisture and Temperature sensors, Proteus design suite, and the Arduino integrated development environment software. The significance of this work is evident as it, enables farmers perform specified functionalities at the comfort of their home, minimize wastage of water during irrigation and most importantly reduce the maintainability cost of the farm through minimal physical supervision. This work also elicits requirements for better improvements on the IoT-based data acquisition and automatic irrigation system.","2377-2697","978-1-6654-7978-3","10.1109/NIGERCON54645.2022.9803132","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9803132","Data acquisition;Internet of Things;Irrigation;Precision Agriculture","Temperature sensors;Irrigation;Temperature distribution;Data acquisition;Soil moisture;Web pages;User experience","","9","","23","IEEE","27 Jun 2022","","","IEEE","IEEE Conferences"
